IncomeType,Date,DeathRatePercentage,PopulationInfectedPercentage,PopulationVaccinatedPercentage
Low income,2022-04-06,2.20226518704954,0.289152634425287,13.5275331007156
Low income,2022-04-07,2.20200070224752,0.289199678581311,13.5275331007156
Low income,2022-04-08,2.20204187718457,0.289237368135705,13.5417605007776
Low income,2022-04-09,2.20206731765207,0.289258653243762,13.7230529515192
Low income,2022-04-10,2.2022281918952,0.289280616221503,13.7614371867649
Low income,2022-04-11,2.2019654665687,0.289321288402504,13.7644694334325
Low income,2022-04-12,2.20156649743672,0.289392193571382,13.7644694334325
Low income,2022-04-13,2.2014663013483,0.289417681471476,13.7644694334325
Low income,2022-04-14,2.20134299862665,0.289440051171027,13.7724579920768
Low income,2022-04-15,2.20088927184136,0.289512040931398,13.7724579920768
Low income,2022-04-16,2.2006602495764,0.289566812801813,13.7755656178531
Low income,2022-04-17,2.20079221029106,0.28959257184978,13.7755656178531
Low income,2022-04-18,2.20069820935234,0.289629583534491,13.7765075855651
Low income,2022-04-19,2.20073652757391,0.289655342582458,13.7774951061198
Low income,2022-04-20,2.20053099159146,0.289688558196943,13.7774951061198
Low income,2022-04-21,2.20043304851837,0.289713774949163,13.7774951061198
Low income,2022-04-22,2.20008533301396,0.289790374223382,13.7780493323729
Low income,2022-04-23,2.19975292714906,0.289834164604926,13.7780493323729
Low income,2022-04-24,2.19972973466006,0.28984338363262,13.7804327221796
Low income,2022-04-25,2.19915974441641,0.289943166050009,13.7804327221796
Low income,2022-04-26,2.19886868309102,0.29000620793056,14.1811876520885
Low income,2022-04-27,2.19848121760598,0.290057319304685,14.1812378144451
Low income,2022-04-28,2.19822074834001,0.290097855911749,14.1812378144451
Low income,2022-04-29,2.19787716409458,0.290149374007684,14.182310611006
Low income,2022-04-30,2.19759683689578,0.290186385692394,14.182310611006
Low income,2022-05-01,2.19729760282067,0.290232074109052,14.3311786567578
Low income,2022-05-02,2.19676863925967,0.290308131087524,14.3311786567578
Low income,2022-05-03,2.19657578863562,0.290333618987618,14.3311786567578
Low income,2022-05-04,2.19642604501833,0.290353412782372,14.3311786567578
Low income,2022-05-05,2.19644106049189,0.290382290030882,14.3354434060837
Low income,2022-05-06,2.19629647784913,0.290401405955953,14.3354434060837
Low income,2022-05-07,2.1961474765542,0.290451975034331,14.3377316229868
Low income,2022-05-08,2.19582005018777,0.290501459521215,14.5191309059905
Low income,2022-05-09,2.19533349911982,0.29057819436937,14.5191309059905
Low income,2022-05-10,2.19520501611857,0.290601377512541,14.5199330969737
Low income,2022-05-11,2.19507666931623,0.290636897883948,14.5207529125688
Low income,2022-05-12,2.19473325581948,0.29068855155382,14.5207529125688
Low income,2022-05-13,2.19446305884591,0.290724343073101,14.5209930140106
Low income,2022-05-14,2.19419658572772,0.290765828697721,14.5247257712089
Low income,2022-05-15,2.19422451276495,0.290786842657905,14.5472393147063
Low income,2022-05-16,2.19355422060172,0.290881879987511,14.5472393147063
Low income,2022-05-17,2.19334461638254,0.290940583502089,14.5472393147063
Low income,2022-05-18,2.19307911177291,0.29098816995386,14.5516873599945
Low income,2022-05-19,2.19268784185779,0.291040094771605,14.5516873599945
Low income,2022-05-20,2.19261660414091,0.291092833032969,14.5516873599945
Low income,2022-05-21,2.19207778989391,0.291176753299768,14.5527234160185
Low income,2022-05-22,2.19196130326795,0.291210782357872,14.7936304381926
Low income,2022-05-23,2.19177737883179,0.29127233292512,14.8000745385504
Low income,2022-05-24,2.19134797055183,0.291329409552458,14.8000745385504
Low income,2022-05-25,2.19109945816922,0.291374826821243,14.8003657513663
Low income,2022-05-26,2.19060373712569,0.291446952155551,14.8003657513663
Low income,2022-05-27,2.19004749629466,0.291520975524973,14.8003657513663
Low income,2022-05-28,2.18955398542622,0.291599066112495,14.8003657513663
Low income,2022-05-29,2.18926323872991,0.291650177486619,14.8776677052986
Low income,2022-05-30,2.18867047725266,0.291741554319935,14.9754845717538
Low income,2022-05-31,2.18839832938322,0.291790225363199,14.9754845717538
Low income,2022-06-01,2.18770798296984,0.291907090096609,14.9907773118102
Low income,2022-06-02,2.18716237642426,0.292004703331011,14.9907773118102
Low income,2022-06-03,2.18606848267516,0.292169425664065,14.9907773118102
Low income,2022-06-04,2.18537541964013,0.292299305495395,14.9907773118102
Low income,2022-06-05,2.18472841092624,0.292454130931072,15.1801315311219
Low income,2022-06-06,2.18406741081524,0.292567470742128,15.1801315311219
Low income,2022-06-07,2.18343888497442,0.292657898557886,15.1828665997203
Low income,2022-06-08,2.1825908548531,0.292796455121163,15.1828665997203
Low income,2022-06-09,2.18146630595043,0.29295982171485,15.1828665997203
Low income,2022-06-10,2.18027934511146,0.293137965867635,15.1828665997203
Low income,2022-06-11,2.17895908402648,0.293321804125759,15.1828665997203
Low income,2022-06-12,2.17797859119532,0.293453853140075,15.1828665997203
Low income,2022-06-13,2.17654947637151,0.293671449308431,15.2280194993282
Low income,2022-06-14,2.1756774652287,0.293820309490894,15.2280194993282
Low income,2022-06-15,2.17445526815777,0.2940602753588,15.2437807829097
Low income,2022-06-16,2.17321287625749,0.294234623441357,15.2437807829097
Low income,2022-06-17,2.17205213109304,0.294423071213328,15.2437807829097
Low income,2022-06-18,2.1712215911706,0.294566915160135,15.2461465481045
Low income,2022-06-19,2.16936196940179,0.294850671409585,16.0254976614174
Low income,2022-06-20,2.16917377194426,0.295020003256486,16.0254976614174
Low income,2022-06-21,2.16863861565782,0.295149069644196,16.0331368460269
Low income,2022-06-22,2.16777768238097,0.295285050302676,16.0331368460269
Low income,2022-06-23,2.16675064035675,0.295450043783603,16.0331368460269
Low income,2022-06-24,2.1653703973728,0.295669673561008,16.0331368460269
Low income,2022-06-25,2.16428970109899,0.295848631157412,16.0331368460269
Low income,2022-06-26,2.16378670231064,0.295967529499872,16.3478367619304
Low income,2022-06-27,2.16310072521569,0.296080191441244,16.3478367619304
Low income,2022-06-28,2.16269711391673,0.296173059587863,16.3623759820468
Low income,2022-06-29,2.16204517366232,0.2962937203915,16.3623759820468
Low income,2022-06-30,2.16130993137762,0.296407060202556,16.3737319261301
Low income,2022-07-01,2.16052063911249,0.296521620179042,16.3737319261301
Low income,2022-07-02,2.15958678218462,0.296674954301415,16.3737319261301
Low income,2022-07-03,2.15924007176755,0.296735149129297,16.4747860270451
Low income,2022-07-04,2.15888884778112,0.296821103005145,16.4761683389034
Low income,2022-07-05,2.15765608490964,0.297047240331511,16.4761683389034
Low income,2022-07-06,2.15736967079819,0.297124381901476,16.4761683389034
Low income,2022-07-07,2.15695746158944,0.297218876935335,16.4782487209616
Low income,2022-07-08,2.15671539017875,0.29730252605426,16.4782487209616
Low income,2022-07-09,2.15563071305488,0.297477280858628,16.4782487209616
Low income,2022-07-10,2.15499370814733,0.297571504744613,16.6227556243187
Low income,2022-07-11,2.15528020191318,0.297638884991138,16.6227556243187
Low income,2022-07-12,2.15476826382181,0.297715890987167,16.6227556243187
Low income,2022-07-13,2.15465842496805,0.297762528421381,16.6227556243187
Low income,2022-07-14,2.15447276593846,0.29784482180094,16.6227556243187
Low income,2022-07-15,2.15407411857169,0.297906236794251,16.6227556243187
Low income,2022-07-16,2.15276246171616,0.29813183182487,16.6227556243187
Low income,2022-07-17,2.15266830566035,0.298170063675011,16.8433045930145
Low income,2022-07-18,2.15194614180501,0.298282725616384,16.8433045930145
Low income,2022-07-19,2.15174199997728,0.298367730474675,17.022512052184
Low income,2022-07-20,2.15091753680796,0.298538824782753,17.022512052184
Low income,2022-07-21,2.15023596939934,0.298646063766659,17.022512052184
Low income,2022-07-22,2.14967148405343,0.298743405853188,17.022512052184
Low income,2022-07-23,2.14899524990938,0.298856338942434,17.022512052184
Low income,2022-07-24,2.14868386139894,0.298905959003255,17.1064030350124
Low income,2022-07-25,2.14827188741581,0.298988523530687,17.1064030350124
Low income,2022-07-26,2.14665072561533,0.29925221483751,17.1064030350124
Low income,2022-07-27,2.14624249052895,0.299353352994266,17.138091273526
Low income,2022-07-28,2.14560254245345,0.299467912970752,17.138091273526
Low income,2022-07-29,2.14502072519866,0.299568102109951,17.138091273526
Low income,2022-07-30,2.14478534047523,0.299626263328782,17.138091273526
Low income,2022-07-31,2.14417333583003,0.299743399210065,18.9995840591623
Low income,2022-08-01,2.14372629179077,0.299824879146003,18.9995840591623
Low income,2022-08-02,2.14238624404849,0.300037730226575,19.0002116309151
Low income,2022-08-03,2.14199588623307,0.300098738498077,19.0002116309151
Low income,2022-08-04,2.14100805965472,0.30024353146244,19.0002116309151
Low income,2022-08-05,2.14078846160791,0.300343991749513,19.0002116309151
Low income,2022-08-06,2.14013198713971,0.300448790402558,19.0002116309151
Low income,2022-08-07,2.14006526856168,0.300483497330346,20.0003058548011
Low income,2022-08-08,2.13905190285515,0.300625849963849,20.0003058548011
Low income,2022-08-09,2.13858391686426,0.300697975298158,20.0070897034442
Low income,2022-08-10,2.13801067112333,0.30079762214161,20.0070897034442
Low income,2022-08-11,2.13770192761789,0.300853749751391,20.0070897034442
Low income,2022-08-12,2.13732376123209,0.300926010659636,20.0070897034442
Low income,2022-08-13,2.13705799820283,0.300995153367338,20.0070897034442
Low income,2022-08-14,2.13572735709534,0.30122712037298,20.2624586685907
Low income,2022-08-15,2.13515654770394,0.301345747567566,20.4795677197915
Low income,2022-08-16,2.13473078940196,0.301418550771558,20.4795677197915
Low income,2022-08-17,2.13452902697731,0.301453393273282,20.4795677197915
Low income,2022-08-18,2.1336412967008,0.301585171139725,20.4795677197915
Low income,2022-08-19,2.13321612464389,0.301664346318741,20.4795677197915
Low income,2022-08-20,2.13293717662855,0.301703798334311,20.4795677197915
Low income,2022-08-21,2.13254034538824,0.301766297919116,20.6322967756857
Low income,2022-08-22,2.13248451356052,0.301850489333788,20.6587789750312
Low income,2022-08-23,2.13204164404818,0.301944984367647,20.6605448255563
Low income,2022-08-24,2.13173135498225,0.302001654273175,20.6605448255563
Low income,2022-08-25,2.13132743442268,0.302071610424497,20.6605448255563
Low income,2022-08-26,2.13084529811867,0.302152683638625,20.6605448255563
Low income,2022-08-27,2.13064148041742,0.302200676812207,20.6605448255563
Low income,2022-08-28,2.13032114941178,0.302265210006061,20.8207017062929
Low income,2022-08-29,2.12985268489039,0.302382617035218,20.8269718652899
Low income,2022-08-30,2.12896020479321,0.302509378666004,20.8269718652899
Low income,2022-08-31,2.12863869287559,0.302561439057685,20.8449813714632
Low income,2022-09-01,2.12827151130259,0.30262637897335,20.8449813714632
Low income,2022-09-02,2.12807415739095,0.302660814753264,20.8449813714632
Low income,2022-09-03,2.12782347529871,0.302709214648655,20.8449813714632
Low income,2022-09-04,2.12767481935005,0.302743108132823,21.1459258201783
Low income,2022-09-05,2.12779006091231,0.302854143186955,21.1459258201783
Low income,2022-09-06,2.12747483319101,0.30291176211004,21.1459258201783
Low income,2022-09-07,2.1271159173909,0.302962873484165,21.1459258201783
Low income,2022-09-08,2.12665256324285,0.30306075786644,21.1459258201783
Low income,2022-09-09,2.12635390687339,0.303109700057578,21.1459258201783
Low income,2022-09-10,2.12601826709454,0.303163929632246,21.1459258201783
Low income,2022-09-11,2.1255211868082,0.303241206776148,21.1743095795595
Low income,2022-09-12,2.12544234430977,0.303386406462322,21.2091290337144
Low income,2022-09-13,2.12480730169664,0.303496221351024,21.2149748462897
Low income,2022-09-14,2.12450943742572,0.303551535517185,21.2149748462897
Low income,2022-09-15,2.12418220391774,0.30360468050036,21.2149748462897
Low income,2022-09-16,2.12389491162642,0.303652131378194,21.2149748462897
Low income,2022-09-17,2.12369690757731,0.303693210281005,21.2149748462897
Low income,2022-09-18,2.12357202892968,0.303730221965716,21.4549541360151
Low income,2022-09-19,2.1233688834664,0.303803974187265,21.4613010298603
Low income,2022-09-20,2.1229747703219,0.303860372944919,21.4613010298603
Low income,2022-09-21,2.12283858280538,0.303892639541847,21.4613010298603
Low income,2022-09-22,2.12246456388759,0.303946191246831,21.4657063693584
Low income,2022-09-23,2.12217869401095,0.303987134575706,21.4657063693584
Low income,2022-09-24,2.12194411730737,0.304027128887023,21.4657063693584
Low income,2022-09-25,2.12177286306684,0.304051667769561,21.5574079022523
Low income,2022-09-26,2.12157944409795,0.304104948326672,21.5633616316811
Low income,2022-09-27,2.12146242763487,0.304134503444866,21.5828529609822
Low income,2022-09-28,2.12111730927282,0.30418398793175,21.6022171219307
Low income,2022-09-29,2.1210154919296,0.304211373866958,21.6022171219307
Low income,2022-09-30,2.12087021851714,0.304244996203252,21.6022171219307
Low income,2022-10-01,2.12066515679644,0.304274415747509,21.6022171219307
Low income,2022-10-02,2.12039873030016,0.30431264759765,21.8070769323794
Low income,2022-10-03,2.12030394037366,0.304351828465348,21.8070769323794
Low income,2022-10-04,2.1202168853068,0.304396296716575,21.8114280423029
Low income,2022-10-05,2.12009067144072,0.304427207574136,21.8114280423029
Low income,2022-10-06,2.11991067591968,0.304465846146087,21.8114280423029
Low income,2022-10-07,2.11974077611329,0.304490249454688,21.8114280423029
Low income,2022-10-08,2.11941898502232,0.304536480167092,21.8114280423029
Low income,2022-10-09,2.11929822062283,0.304553833630986,21.9611125143014
Low income,2022-10-10,2.11901087901342,0.304607927631717,21.9611125143014
Low income,2022-10-11,2.118871673687,0.304640736524391,22.0977539601486
Low income,2022-10-12,2.1186870574666,0.304673680991002,22.0977539601486
Low income,2022-10-13,2.11848815060652,0.304702287091639,22.0977539601486
Low income,2022-10-14,2.11848947673777,0.30471489546775,22.0977539601486
Low income,2022-10-15,2.11828421469871,0.304750822560967,22.0977539601486
Low income,2022-10-16,2.11818170090653,0.304771972095088,22.891256416545
Low income,2022-10-17,2.11802872993444,0.304813186571835,22.891256416545
Low income,2022-10-18,2.11788710264879,0.304852774161343,22.891256416545
Low income,2022-10-19,2.11778014840692,0.30488097354017,22.891256416545
Low income,2022-10-20,2.11747999162363,0.304930593600992,23.0058031067852
Low income,2022-10-21,2.11757917026213,0.304954725761719,23.0058031067852
Low income,2022-10-22,2.11754549124139,0.304965978398462,23.0058031067852
Low income,2022-10-23,2.11741392254996,0.30499133072462,23.0487226969344
Low income,2022-10-24,2.11715439515652,0.305035121106164,23.0585210320593
Low income,2022-10-25,2.11719921057204,0.305073488530242,23.0585210320593
Low income,2022-10-26,2.11707618372611,0.305097620690969,23.0585210320593
Low income,2022-10-27,2.11693248289912,0.305124735478303,23.0585210320593
Low income,2022-10-28,2.11673779623622,0.305152799283193,23.0585210320593
Low income,2022-10-29,2.11667219769172,0.305168661433784,23.0585210320593
Low income,2022-10-30,2.1165678239044,0.305183710140754,23.4014874358888
Low income,2022-10-31,2.11621340598651,0.305234821514879,23.4014874358888
Low income,2022-11-01,2.11610204117887,0.305263698763389,23.4077269551761
Low income,2022-11-02,2.1160339229783,0.305286339610813,23.4124800418218
Low income,2022-11-03,2.11591176840205,0.30530396422258,23.4124800418218
Low income,2022-11-04,2.11580985196302,0.305331485731724,23.4124800418218
Low income,2022-11-05,2.11573732251386,0.305361176423855,23.4124800418218
Low income,2022-11-06,2.11578320735528,0.305399408273996,23.6038097089648
Low income,2022-11-07,2.11572553047378,0.305446181282147,23.6038097089648
Low income,2022-11-08,2.11564201975445,0.305483870836541,23.6083910234327
Low income,2022-11-09,2.11551740358314,0.305508274145142,23.6083910234327
Low income,2022-11-10,2.11528392804849,0.305548404030396,23.6083910234327
Low income,2022-11-11,2.11503054556102,0.305585008993297,23.6083910234327
Low income,2022-11-12,2.11482788327346,0.305614292963618,23.6083910234327
Low income,2022-11-13,2.114684895317,0.305647779725975,24.4999955938471
Low income,2022-11-14,2.11461657356629,0.305683300097383,24.4999955938471
Low income,2022-11-15,2.11465638164217,0.305709601441097,24.5035591547724
Low income,2022-11-16,2.11452631018817,0.305734818193317,24.5054211272187
Low income,2022-11-17,2.1143400103132,0.305768169381738,24.5054211272187
Low income,2022-11-18,2.11418655666944,0.305796775482376,24.5054211272187
Low income,2022-11-19,2.11396472115241,0.30583527848039,24.5054211272187
Low income,2022-11-20,2.11372045649164,0.305877035252884,24.5470897766541
Low income,2022-11-21,2.11365042447621,0.305912826772165,24.5587183599241
Low income,2022-11-22,2.1136659328349,0.305942653038232,24.5587183599241
Low income,2022-11-23,2.11357912218604,0.305961633389366,24.5587183599241
Low income,2022-11-24,2.11353042306942,0.305968683234073,24.5587183599241
Low income,2022-11-25,2.11336561194072,0.305992544246927,24.5587183599241
Low income,2022-11-26,2.11322015216638,0.306026437731094,24.5587183599241
Low income,2022-11-27,2.11283825742778,0.306081751897256,24.8184391128638
Low income,2022-11-28,2.11225757657609,0.306172315286951,24.9171731370006
Low income,2022-11-29,2.11210419631385,0.306194549412565,24.9171731370006
Low income,2022-11-30,2.11204247639659,0.306203497292385,24.9171731370006
Low income,2022-12-01,2.11187510265629,0.306227765027049,24.9171731370006
Low income,2022-12-02,2.11174641512641,0.306252846205333,24.9171731370006
Low income,2022-12-03,2.11145138381418,0.306302059544344,24.9171731370006
Low income,2022-12-04,2.11102811281946,0.306363474537656,24.9929482572581
Low income,2022-12-05,2.11071009762189,0.306486711246089,24.9967570714349
Low income,2022-12-06,2.1107182714386,0.306498370604642,24.9967570714349
Low income,2022-12-07,2.11058943732211,0.306517079807903,24.9967570714349
Low income,2022-12-08,2.11053133909056,0.30653836491596,24.9967570714349
Low income,2022-12-09,2.11047791564987,0.306558972154334,24.9967570714349
Low income,2022-12-10,2.11006675562701,0.306625132235428,24.9967570714349
Low income,2022-12-11,2.10986525475508,0.306654416205749,25.4906392297557
Low income,2022-12-12,2.10960318526743,0.306724643504944,25.5691198634933
Low income,2022-12-13,2.10954799188533,0.306745521891191,25.5691198634933
Low income,2022-12-14,2.1095108964659,0.306770196347665,25.5691198634933
Low income,2022-12-15,2.109452164671,0.306778737505675,25.5691198634933
Low income,2022-12-16,2.10906908987437,0.306834458393647,25.5691198634933
Low income,2022-12-17,2.10858129063693,0.306911871111485,25.5691198634933
Low income,2022-12-18,2.10844570868246,0.306938036881263,25.7660568686569
Low income,2022-12-19,2.10806051190835,0.307013415990051,25.7660568686569
Low income,2022-12-20,2.10798406692562,0.307037412576842,25.7834347358593
Low income,2022-12-21,2.10780257828319,0.307063849494492,25.7834347358593
Low income,2022-12-22,2.10759506803329,0.30709408248237,25.8547016160007
Low income,2022-12-23,2.10734480734172,0.307130551871334,25.8547016160007
Low income,2022-12-24,2.10703086554609,0.307182747836952,25.8547016160007
Low income,2022-12-25,2.10663888642532,0.307259211537234,25.8732130168875
Low income,2022-12-26,2.10632559378813,0.307330659001859,25.8732130168875
Low income,2022-12-27,2.10619923406125,0.307349097057246,25.8732130168875
Low income,2022-12-28,2.10600879400254,0.307376889714263,25.8732130168875
Low income,2022-12-29,2.10573340371702,0.307423527148477,25.8732130168875
Low income,2022-12-30,2.10550080273596,0.307463928181605,25.8732130168875
Low income,2022-12-31,2.10553094828476,0.307491720838622,25.8732130168875
Low income,2023-01-01,2.10499637464766,0.307582690950128,25.900564380741
Low income,2023-01-02,2.10462719203539,0.307649528900906,25.928411131759
Low income,2023-01-03,2.10450662915843,0.307667153512673,25.9288268014488
Low income,2023-01-04,2.10439119821638,0.30769047222978,25.9288268014488
Low income,2023-01-05,2.10426973777257,0.307708232415484,25.9288268014488
Low income,2023-01-06,2.10412882414179,0.307728839653858,25.9387857916888
Low income,2023-01-07,2.10383871274673,0.307771274296036,25.9387857916888
Low income,2023-01-08,2.10377711705759,0.307786729724816,25.9575154666136
Low income,2023-01-09,2.10265954496593,0.307989006038328,25.9575154666136
Low income,2023-01-10,2.1026596538396,0.308001885562311,25.9575154666136
Low income,2023-01-11,2.10249862346617,0.308025475427292,25.9575154666136
Low income,2023-01-12,2.10250758754727,0.308043506760869,25.9575154666136
Low income,2023-01-13,2.10181015479729,0.308190875630029,25.9575154666136
Low income,2023-01-14,2.10171307716941,0.308205110893379,25.9575154666136
Low income,2023-01-15,2.10161415966884,0.308219617304603,26.3549223981565
Low income,2023-01-16,2.10028112753415,0.308447517092145,26.3690657423778
Low income,2023-01-17,2.10043904006301,0.308456600545902,26.3690657423778
Low income,2023-01-18,2.10016233181255,0.308510152250887,26.3690657423778
Low income,2023-01-19,2.10010972722874,0.308517879965277,26.3690657423778
Low income,2023-01-20,2.10008261121755,0.3085283191584,26.3690657423778
Low income,2023-01-21,2.10006657043614,0.308537131464284,26.3690657423778
Low income,2023-01-22,2.09997152759714,0.308551095579761,26.4755486304389
Low income,2023-01-23,2.09835397739046,0.308834173959528,26.4755486304389
Low income,2023-01-24,2.09741114523914,0.308973001670678,26.4755486304389
Low income,2023-01-25,2.09739980518284,0.308981136106878,26.4755486304389
Low income,2023-01-26,2.09679202181229,0.309083630003,26.4755486304389
Low income,2023-01-27,2.09674511714938,0.30909054427377,26.4755486304389
Low income,2023-01-28,2.09679145510879,0.309096645100921,26.4755486304389
Low income,2023-01-29,2.0966844964817,0.309118879226534,26.5750688478344
Low income,2023-01-30,2.09625763180373,0.309188293082109,26.5750688478344
Low income,2023-01-31,2.09659434959579,0.30919683424012,26.5750688478344
Low income,2023-02-01,2.09589865988355,0.309344745405026,26.5750688478344
Low income,2023-02-02,2.09585259837606,0.309377418723764,26.5750688478344
Low income,2023-02-03,2.09570014928911,0.309399923997251,26.5750688478344
Low income,2023-02-04,2.09566407680888,0.309411718929741,26.5750688478344
Low income,2023-02-05,2.0955919400984,0.309435308794722,26.7652275628863
Low income,2023-02-06,2.09478399442267,0.309587016029856,26.7652275628863
Low income,2023-02-07,2.09474454932886,0.309592845709132,26.7652275628863
Low income,2023-02-08,2.09480253558773,0.309603691624066,26.7652275628863
Low income,2023-02-09,2.09482315077341,0.309613588521443,26.7652275628863
Low income,2023-02-10,2.09477728760495,0.309620367218276,26.7652275628863
Low income,2023-02-11,2.0947779643072,0.3096267391933,26.7652275628863
Low income,2023-02-12,2.09470000310871,0.309638262977917,27.2354420367869
Low income,2023-02-13,2.09399474378697,0.30977492150608,27.2354420367869
Low income,2023-02-14,2.09394250782942,0.30978264922047,27.2379075843992
Low income,2023-02-15,2.09389027447792,0.30979037693486,27.2379075843992
Low income,2023-02-16,2.09384903946218,0.309796477762011,27.2379075843992
Low income,2023-02-17,2.09381238747826,0.309801900719477,27.2379075843992
Low income,2023-02-18,2.0937564956732,0.309810170729614,27.2379075843992
Low income,2023-02-19,2.0937106849435,0.309816949426448,27.4670204875266
Low income,2023-02-20,2.09331229375843,0.309901818710803,27.4670204875266
Low income,2023-02-21,2.09323995047967,0.3099125290518,27.5777408745522
Low income,2023-02-22,2.09318134693267,0.309921205783747,27.5777408745522
Low income,2023-02-23,2.09313739642579,0.309927713332707,27.6094005069652
Low income,2023-02-24,2.09312366227089,0.309929746941757,27.6094005069652
Low income,2023-02-25,2.09312945445575,0.309948320571081,27.6094005069652
Low income,2023-02-26,2.09306170580177,0.309958353042394,27.8030244918384
Low income,2023-02-27,2.0928157853307,0.310014209504302,27.8030244918384
Low income,2023-02-28,2.09279728242902,0.310023428531996,27.8365521975247
Low income,2023-03-01,2.0927524393289,0.310030071654893,27.8365521975247
Low income,2023-03-02,2.09273322144569,0.310032918707563,27.8365521975247
Low income,2023-03-03,2.09267373975844,0.310041731013446,27.8365521975247
Low income,2023-03-04,2.09281916672898,0.31005257692838,27.8365521975247
Low income,2023-03-05,2.09278256303118,0.310057999885847,28.1446329871182
Low income,2023-03-06,2.09238366575021,0.310117110122235,28.1446329871182
Low income,2023-03-07,2.09235439487539,0.310121448488208,28.1446329871182
Low income,2023-03-08,2.09230134350209,0.310129311776535,28.1446329871182
Low income,2023-03-09,2.09226384329223,0.310134870307939,28.1446329871182
Low income,2023-03-10,2.09223366117285,0.310139344247849,28.1446329871182
Low income,2023-03-11,2.09243538427174,0.310154799676629,28.1446329871182
Low income,2023-03-12,2.09238873871826,0.310161713947399,28.2019194829102
Low income,2023-03-13,2.09205386634455,0.310217841557181,28.2019194829102
Low income,2023-03-14,2.09201912403528,0.310222993366774,28.2020917973837
Low income,2023-03-15,2.09196335589903,0.310231263376911,28.2020917973837
Low income,2023-03-16,2.09189479259346,0.310241431422161,28.2020917973837
Low income,2023-03-17,2.09183811698737,0.310249837006235,28.2020917973837
Low income,2023-03-18,2.09188310553361,0.310269088505242,28.2020917973837
Low income,2023-03-19,2.09191839438403,0.310276816219632,28.4978631513972
Low income,2023-03-20,2.09143862634996,0.310347992536384,28.4978631513972
Low income,2023-03-21,2.09134635335786,0.310361685503987,28.4988578573705
Low income,2023-03-22,2.09126961766493,0.310373073714668,28.4988578573705
Low income,2023-03-23,2.09122651918257,0.310385953238651,28.4988578573705
Low income,2023-03-24,2.09117429058491,0.310400188502002,28.4988578573705
Low income,2023-03-25,2.09133462664222,0.310428252306892,28.4988578573705
Low income,2023-03-26,2.09130174646362,0.310433132968612,28.6319787192303
Low income,2023-03-27,2.09103235061014,0.31047312727993,28.6319787192303
Low income,2023-03-28,2.0909766536863,0.310481397290067,28.632035117988
Low income,2023-03-29,2.09085248761932,0.310499835345454,28.632035117988
Low income,2023-03-30,2.09070460316518,0.310521798323194,28.632035117988
Low income,2023-03-31,2.09059233449477,0.310538473917405,28.632035117988
Low income,2023-04-01,2.09045985140173,0.310564639687182,28.632035117988
Low income,2023-04-02,2.09039141091708,0.310574807732432,29.1858824419415
Low income,2023-04-03,2.09015313007938,0.310616700078863,29.1858824419415
Low income,2023-04-04,2.08999166848878,0.310640696665654,29.1878018977368
Low income,2023-04-05,2.08985927957917,0.310666862435431,29.1878018977368
Low income,2023-04-06,2.08970972108404,0.310689096561045,29.1878018977368
Low income,2023-04-07,2.08959209560051,0.310706585598876,29.1878018977368
Low income,2023-04-08,2.08942251937523,0.310731802351096,29.1878018977368
Low income,2023-04-09,2.08926026252197,0.310755934511823,29.306675294592
Low income,2023-04-10,2.08891918899809,0.310819654262058,29.306675294592
Low income,2023-04-11,2.08873059819577,0.310847718066949,29.3140174367063
Low income,2023-04-12,2.08860113614459,0.310873477114916,29.3140174367063
Low income,2023-04-13,2.08846896338802,0.310899642884693,29.3140174367063
Low income,2023-04-14,2.08824130865971,0.310933536368861,29.3140174367063
Low income,2023-04-15,2.08851137814721,0.310971225923255,29.3140174367063
Low income,2023-04-16,2.08837936007226,0.310990884144072,29.4764173882251
Low income,2023-04-17,2.08800069738046,0.311047282901727,29.4764173882251
Low income,2023-04-18,2.08768585655478,0.311094191483815,29.4988038989437
Low income,2023-04-19,2.08754211688667,0.311115612165809,29.4988038989437
Low income,2023-04-20,2.08727189389447,0.31116238517396,29.4988038989437
Low income,2023-04-21,2.08713995561446,0.311188550943737,29.4988038989437
Low income,2023-04-22,2.08699447876761,0.311210242773604,29.4988038989437
Low income,2023-04-23,2.08685447645466,0.311231121159851,29.6897761931896
Low income,2023-04-24,2.08664898320071,0.311268268418499,29.6915545165169
Low income,2023-04-25,2.08665709336668,0.311273555802029,29.6919379196098
Low income,2023-04-26,2.08669687191456,0.311287113195696,29.6919379196098
Low income,2023-04-27,2.08664500164186,0.311301348459046,29.6919379196098
Low income,2023-04-28,2.08635242560841,0.311345003266654,29.6919379196098
Low income,2023-04-29,2.08612078540512,0.311379574620505,29.6919379196098
Low income,2023-04-30,2.08599998955106,0.311397605954082,29.80051637401
Low income,2023-05-01,2.08560041647587,0.311463766035177,29.80051637401
Low income,2023-05-02,2.08531630750081,0.311506200677354,29.80051637401
Low income,2023-05-03,2.08505583067162,0.311551617946139,29.802139058458
Low income,2023-05-04,2.08468842794522,0.31160652539049,29.802139058458
Low income,2023-05-05,2.08455054652238,0.311633640177824,29.802139058458
Low income,2023-05-06,2.08446709428758,0.311652620528958,29.802139058458
Low income,2023-05-07,2.0842367606666,0.311700071406792,29.8940045002413
Low income,2023-05-08,2.08375815605273,0.311817207288075,29.8940045002413
Low income,2023-05-09,2.08346737102386,0.311867234070706,29.8984334296044
