IncomeType,PopulationSize,Date,TotalCases,TotalDeaths,TotalPeopleVaccinated,DeathRatePercentage,PopulationInfectedPercentage,PopulationVaccinatedPercentage
Lower middle income,3432097300,2021-03-24,21905666,403067,66481430,1.84001253374355,0.638258886191834,1.93704968679064
Lower middle income,3432097300,2021-03-25,22008802,403914,69196079,1.83523846504685,0.641263929201541,2.01614560869239
Lower middle income,3432097300,2021-03-26,22111395,404745,72300387,1.83048152321461,0.644253150981471,2.10659490918279
Lower middle income,3432097300,2021-03-27,22215783,405675,75031163,1.8260666301971,0.647294673143445,2.18616071869524
Lower middle income,3432097300,2021-03-28,22425420,408508,75694918,1.82162920471501,0.653402804168751,2.20550035105357
Lower middle income,3432097300,2021-03-29,22538180,409349,76769142,1.81624691967142,0.65668825880898,2.23679969679181
Lower middle income,3432097300,2021-03-30,22636371,410169,79201335,1.81199097682221,0.659549220821916,2.30766578208607
Lower middle income,3432097300,2021-03-31,22733179,411114,82929661,1.8084316320212,0.662369886774481,2.41629690976418
Lower middle income,3432097300,2021-04-01,22860262,412388,86868240,1.80395132829186,0.666072666413041,2.5310541166767
Lower middle income,3432097300,2021-04-02,22999560,413423,91038046,1.79752569179584,0.670131350879825,2.6525485160342
Lower middle income,3432097300,2021-04-03,23141843,414757,94086373,1.79223841420063,0.674277008405327,2.74136671474902
Lower middle income,3432097300,2021-04-04,23390936,418732,97290250,1.79014640542815,0.681534757187682,2.83471712762922
Lower middle income,3432097300,2021-04-05,23543246,419868,101441424,1.78339044666993,0.68597256843505,2.95566865193478
Lower middle income,3432097300,2021-04-06,23689889,420950,105865891,1.77691841443411,0.690245261986017,3.08458303323743
Lower middle income,3432097300,2021-04-07,23857749,422645,109472503,1.77152085890417,0.695136148966406,3.18966781623586
Lower middle income,3432097300,2021-04-08,24052142,424386,113898852,1.76444160357942,0.700800120089835,3.31863703281373
Lower middle income,3432097300,2021-04-09,24253084,425915,117990972,1.75612717953725,0.70665490748179,3.43786791825511
Lower middle income,3432097300,2021-04-10,24463405,427798,121452046,1.74872631181146,0.712782968012008,3.53871220375949
Lower middle income,3432097300,2021-04-11,24782355,432324,124725073,1.74448312115616,0.722076119461998,3.63407741965824
Lower middle income,3432097300,2021-04-12,25014311,434241,128650606,1.73597026118369,0.72883455256353,3.74845450914227
Lower middle income,3432097300,2021-04-13,25235359,436116,131559858,1.72819415804626,0.735275162507776,3.83322052087509
Lower middle income,3432097300,2021-04-14,25480045,438200,135437967,1.71977718249713,0.742404505839622,3.94621583135187
Lower middle income,3432097300,2021-04-15,25751195,440476,138072451,1.71050702695545,0.750304922881994,4.02297600945055
Lower middle income,3432097300,2021-04-16,26035266,442729,140508774,1.70049731775354,0.758581815264969,4.09396242932856
Lower middle income,3432097300,2021-04-17,26334874,445238,142975403,1.69067829980884,0.767311404603826,4.16583186613037
Lower middle income,3432097300,2021-04-18,26749164,450422,144555837,1.683873185719,0.779382449326247,4.21188050233891
Lower middle income,3432097300,2021-04-19,27081809,453262,147291658,1.67367696892036,0.78907462792503,4.29159330651844
Lower middle income,3432097300,2021-04-20,27399232,456117,147937505,1.66470724434904,0.798323287629404,4.31041115879786
Lower middle income,3432097300,2021-04-21,27760659,459395,150387646,1.65484183930936,0.808854078816472,4.38180018963915
Lower middle income,3432097300,2021-04-22,28147752,462790,152814551,1.64414550760572,0.820132692625002,4.45251220004748
Lower middle income,3432097300,2021-04-23,28544889,466238,153731474,1.63335019449541,0.831703955479351,4.47922831325324
Lower middle income,3432097300,2021-04-24,28954345,470168,154223938,1.62382537059636,0.843634153379043,4.49357709060288
Lower middle income,3432097300,2021-04-25,29439858,476631,158663221,1.61899897750866,0.857780401505517,4.62292316129849
Lower middle income,3432097300,2021-04-26,29850674,480680,161088884,1.61028189849248,0.869750225321409,4.69359898392158
Lower middle income,3432097300,2021-04-27,30228387,484626,163025636,1.60321488539895,0.880755536854972,4.75002955190111
Lower middle income,3432097300,2021-04-28,30647843,489231,166129807,1.59629831045532,0.892977101785547,4.84047486066319
Lower middle income,3432097300,2021-04-29,31094076,494591,168005000,1.59062774529785,0.905978860214715,4.89511180233731
Lower middle income,3432097300,2021-04-30,31542149,499273,170008481,1.58287566265697,0.919034230177565,4.95348663337721
Lower middle income,3432097300,2021-05-01,32003602,503996,171188430,1.57481023542288,0.932479449227736,4.98786645704945
Lower middle income,3432097300,2021-05-02,32510433,511005,171743866,1.57181849900307,0.947246833590645,5.00405003086597
Lower middle income,3432097300,2021-05-03,32933428,515593,173131445,1.56556128927727,0.959571513313448,5.04447950820042
Lower middle income,3432097300,2021-05-04,33345170,520148,175115907,1.55989008303152,0.9715683177164,5.10230018828429
Lower middle income,3432097300,2021-05-05,33784230,525252,176973012,1.55472538518711,0.984361078574317,5.15641010527295
Lower middle income,3432097300,2021-05-06,34253033,530497,178878910,1.54875920038964,0.998020452392186,5.21194168941539
Lower middle income,3432097300,2021-05-07,34728244,535575,181387756,1.54218854255919,1.01186653420344,5.28504119041147
Lower middle income,3432097300,2021-05-08,35185050,541018,182942262,1.53763601302258,1.02517635499436,5.33033437018234
Lower middle income,3432097300,2021-05-09,35679721,548271,184088553,1.53664598442348,1.03958943704772,5.36373351070204
Lower middle income,3432097300,2021-05-10,36097948,553297,186958479,1.53276579599483,1.0517751929702,5.44735369244922
Lower middle income,3432097300,2021-05-11,36479892,558462,189726706,1.53087624272572,1.06290378189453,5.52801070062903
Lower middle income,3432097300,2021-05-12,36880687,563875,191648339,1.52891674713109,1.07458162680877,5.58400075079457
Lower middle income,3432097300,2021-05-13,37296925,569385,193480789,1.5266271951374,1.08670942982881,5.63739230236858
Lower middle income,3432097300,2021-05-14,37688148,574602,194840269,1.52462254181341,1.0981083782211,5.67700306748296
Lower middle income,3432097300,2021-05-15,38054999,579468,196570193,1.52271190442023,1.10879720688571,5.72740734943616
Lower middle income,3432097300,2021-05-16,38438514,586144,197478987,1.52488725240523,1.11997156957059,5.75388661038252
Lower middle income,3432097300,2021-05-17,38763830,591432,199898546,1.52573159050589,1.12945020527244,5.82438458256996
Lower middle income,3432097300,2021-05-18,39072493,596882,202166697,1.52762712120775,1.13844362745776,5.89047102481623
Lower middle income,3432097300,2021-05-19,39388828,602749,203917441,1.53025370544155,1.14766058642918,5.94148193292772
Lower middle income,3432097300,2021-05-20,39717401,607915,206638500,1.53060115892276,1.15723412037299,6.02076462109626
Lower middle income,3432097300,2021-05-21,40029846,613250,208061265,1.53198191169659,1.16633773756939,6.06221930246558
Lower middle income,3432097300,2021-05-22,40337381,618607,211759470,1.53358246039821,1.17529829355362,6.16997280350997
Lower middle income,3432097300,2021-05-23,40649363,624559,212863272,1.53645458109639,1.18438842045649,6.20213395465216
Lower middle income,3432097300,2021-05-24,40914613,629954,216807922,1.53967972274356,1.19211693095065,6.31706805048913
Lower middle income,3432097300,2021-05-25,41155093,634424,219138331,1.54154432356647,1.1991237253093,6.38496848559626
Lower middle income,3432097300,2021-05-26,41408243,639573,222258097,1.54455478828213,1.20649968169609,6.475868181243
Lower middle income,3432097300,2021-05-27,41668824,644508,225756537,1.54673911603553,1.21409215292352,6.57780118879497
Lower middle income,3432097300,2021-05-28,41904885,649250,228153260,1.54934203971685,1.22097019219123,6.64763379523069
Lower middle income,3432097300,2021-05-29,42125016,653914,232485880,1.55231751128593,1.22738408377874,6.7738720577648
Lower middle income,3432097300,2021-05-30,42354721,659619,234650242,1.55736830376005,1.23407693016162,6.83693443073423
Lower middle income,3432097300,2021-05-31,42548498,663697,237256439,1.55985999787819,1.23972295307595,6.91287041891266
Lower middle income,3432097300,2021-06-01,42717504,667326,241218016,1.56218397029939,1.24464723071808,7.0282977117228
Lower middle income,3432097300,2021-06-02,42893698,671548,244562854,1.56560994111536,1.24978094298201,7.12575526340701
Lower middle income,3432097300,2021-06-03,43077284,675569,247892945,1.56827203869213,1.25513003375516,7.22278313613079
Lower middle income,3432097300,2021-06-04,43256870,679403,253407531,1.5706245042695,1.26036257771596,7.38345999106727
Lower middle income,3432097300,2021-06-05,43421229,683803,256405410,1.57481263370044,1.26515145709884,7.4708083013847
Lower middle income,3432097300,2021-06-06,43588469,688012,258982685,1.57842662471123,1.27002427932332,7.5459015978364
Lower middle income,3432097300,2021-06-07,43727134,691301,261812843,1.58094285346943,1.27406452025705,7.62836307117517
Lower middle income,3432097300,2021-06-08,43847498,694330,266928935,1.58351110478413,1.27757153038756,7.77742912475121
Lower middle income,3432097300,2021-06-09,43983271,697560,271977240,1.58596662808457,1.28152750797595,7.92452008863502
Lower middle income,3432097300,2021-06-10,44126082,704840,275951337,1.59733193624578,1.28568854968069,8.04031217296782
Lower middle income,3432097300,2021-06-11,44267168,709314,279837463,1.60234781678376,1.28979933057259,8.15354107239326
Lower middle income,3432097300,2021-06-12,44397994,714215,284077179,1.60866502211789,1.29361116889081,8.27707241866365
Lower middle income,3432097300,2021-06-13,44535593,718936,287617667,1.61429533452041,1.29762035009905,8.38023056630708
Lower middle income,3432097300,2021-06-14,44648437,723833,291396607,1.62118329024597,1.30090825222234,8.4903364190753
Lower middle income,3432097300,2021-06-15,44751362,727402,295905793,1.62542985842531,1.30390714738769,8.62171923272688
Lower middle income,3432097300,2021-06-16,44861236,730955,300056021,1.62936883861158,1.30710851350281,8.74264319371132
Lower middle income,3432097300,2021-06-17,44980967,734369,305398613,1.63262163750281,1.31059708010026,8.89830871053685
Lower middle income,3432097300,2021-06-18,45097085,736980,309511781,1.63420762117995,1.31398037578946,9.01815286530484
Lower middle income,3432097300,2021-06-19,45209525,739675,314358646,1.63610433863218,1.3172565066847,9.15937453171855
Lower middle income,3432097300,2021-06-20,45322650,742654,318199825,1.63859350677862,1.32055259622156,9.27129382375028
Lower middle income,3432097300,2021-06-21,45423845,745089,327832439,1.64030367750683,1.32350108489057,9.55195643783176
Lower middle income,3432097300,2021-06-22,45517072,747262,334680916,1.64171807887818,1.32621741230938,9.7514984787873
Lower middle income,3432097300,2021-06-23,45620443,749714,339045937,1.64337290630869,1.32922930244431,9.87868079963817
Lower middle income,3432097300,2021-06-24,45737242,752143,346469938,1.64448700251755,1.33263244022831,10.0949917125019
Lower middle income,3432097300,2021-06-25,45852370,754730,353535430,1.64599997775469,1.33598689058145,10.3008568550781
Lower middle income,3432097300,2021-06-26,45963609,756997,361439125,1.64694856750696,1.33922802829628,10.531144469593
Lower middle income,3432097300,2021-06-27,46087419,759766,365798766,1.64853232505817,1.34283544350564,10.6581700349812
Lower middle income,3432097300,2021-06-28,46195290,761863,369457980,1.64922224754948,1.34597844880447,10.7647874668355
Lower middle income,3432097300,2021-06-29,46294882,763928,375528142,1.65013488964072,1.34888023133843,10.9416519747269
Lower middle income,3432097300,2021-06-30,46410254,765980,378495441,1.65045422936061,1.35224179104712,11.0281092846639
Lower middle income,3432097300,2021-07-01,46535047,768402,388326835,1.6512328869035,1.35587784763561,11.3145636925853
Lower middle income,3432097300,2021-07-02,46660676,770686,390329186,1.65168202878158,1.35953826250788,11.3729055991507
Lower middle income,3432097300,2021-07-03,46781771,772716,397470393,1.65174593326106,1.36306657156835,11.5809768272013
Lower middle income,3432097300,2021-07-04,46916738,775289,401886500,1.65247848219968,1.36699906497406,11.7096476256661
Lower middle income,3432097300,2021-07-05,47036605,777371,404992561,1.65269368399356,1.37049159416314,11.800148002797
Lower middle income,3432097300,2021-07-06,47155209,779521,408519119,1.65309626768911,1.37394732369621,11.9029002761664
Lower middle income,3432097300,2021-07-07,47291247,782482,413353290,1.65460217194104,1.37791102251093,12.0437520812711
Lower middle income,3432097300,2021-07-08,47444339,785196,422454732,1.65498353765662,1.38237161866011,12.3089380944998
Lower middle income,3432097300,2021-07-09,47598141,787931,424055036,1.65538187720399,1.38685290186849,12.3555656769987
Lower middle income,3432097300,2021-07-10,47739330,790965,430078217,1.65684143451531,1.39096668384081,12.5310613134424
Lower middle income,3432097300,2021-07-11,47892749,794183,431988691,1.6582531105074,1.3954368076919,12.5867262271381
Lower middle income,3432097300,2021-07-12,48035022,796819,435601649,1.65882926003448,1.39958217385037,12.6919959116544
Lower middle income,3432097300,2021-07-13,48178459,800637,442631088,1.66181529384325,1.40376145513124,12.8968105886742
Lower middle income,3432097300,2021-07-14,48347458,803374,448042808,1.66166750690388,1.40868552881645,13.0544902675108
Lower middle income,3432097300,2021-07-15,48523690,806149,453220370,1.66135139351521,1.41382034827509,13.2053473542257
Lower middle income,3432097300,2021-07-16,48696947,809236,458084248,1.66177974155135,1.41886848604205,13.347064723369
Lower middle income,3432097300,2021-07-17,48860361,812195,463483088,1.66227793527764,1.42362983124051,13.5043691214698
Lower middle income,3432097300,2021-07-18,49033671,815300,464426295,1.66273498062179,1.42867951325273,13.5318510637796
Lower middle income,3432097300,2021-07-19,49179007,818325,472261600,1.66397219041043,1.43291412513276,13.7601460191703
Lower middle income,3432097300,2021-07-20,49318685,821250,477644936,1.66519038372576,1.43698388154672,13.9169986818264
Lower middle income,3432097300,2021-07-21,49474965,827907,480332265,1.67338572144518,1.44153736550534,13.9952985889998
Lower middle income,3432097300,2021-07-22,49640477,831045,485661440,1.67412774861128,1.44635983950688,14.15057317868
Lower middle income,3432097300,2021-07-23,49795629,834353,490141731,1.6755546957746,1.45088045726443,14.2811140872958
Lower middle income,3432097300,2021-07-24,49954962,837929,494602356,1.6773689068165,1.45552289557758,14.4110819935088
Lower middle income,3432097300,2021-07-25,50125247,841544,497551335,1.67888250007027,1.46048443906296,14.4970055190452
Lower middle income,3432097300,2021-07-26,50277706,845067,507558718,1.68079864264292,1.46492659167909,14.7885876662063
Lower middle income,3432097300,2021-07-27,50440240,849025,512979814,1.68322950089056,1.46966229657883,14.9465405307711
Lower middle income,3432097300,2021-07-28,50635361,853149,519422366,1.68488776055137,1.47534747922211,15.1342552555255
Lower middle income,3432097300,2021-07-29,50827735,857893,526883838,1.6878442448793,1.480952623342,15.3516579497906
Lower middle income,3432097300,2021-07-30,51017918,862036,533631334,1.68967302820942,1.48649392894543,15.5482577373316
Lower middle income,3432097300,2021-07-31,51188196,866292,537198839,1.6923667323615,1.49145526847389,15.6522030712824
Lower middle income,3432097300,2021-08-01,51366523,870306,547827405,1.69430584195858,1.4966511293255,15.961884443078
Lower middle income,3432097300,2021-08-02,51526184,874510,553506545,1.69721475978116,1.50130312447727,16.1273558590545
Lower middle income,3432097300,2021-08-03,51688629,878317,569524389,1.69924607595996,1.50603623621044,16.594063023796
Lower middle income,3432097300,2021-08-04,51875252,882622,575036865,1.70143173473162,1.51147381515087,16.7546784002889
Lower middle income,3432097300,2021-08-05,52063007,887123,583359303,1.70394114961512,1.5169443768392,16.9971668052651
Lower middle income,3432097300,2021-08-06,52281016,891954,590352406,1.7060762552893,1.52329644034276,17.2009227710415
Lower middle income,3432097300,2021-08-07,52455404,896212,597094068,1.70852177594514,1.52837753172091,17.3973525750567
Lower middle income,3432097300,2021-08-08,52631883,900514,605059237,1.71096671574528,1.53351954794522,17.6294313392572
Lower middle income,3432097300,2021-08-09,52791332,904467,616591474,1.71328694642522,1.53816536611593,17.9654427046692
Lower middle income,3432097300,2021-08-10,52952779,908972,624380980,1.71657090933792,1.54286939941942,18.1924032281952
Lower middle income,3432097300,2021-08-11,53130507,913303,632480690,1.71898039670504,1.54804780738588,18.4284020735659
Lower middle income,3432097300,2021-08-12,53307553,917528,636306566,1.72119699435463,1.55320634412084,18.5398754866303
Lower middle income,3432097300,2021-08-13,53490626,922095,650258152,1.72384409933808,1.55854048776531,18.9463787055221
Lower middle income,3432097300,2021-08-14,53666916,926085,657881202,1.7256162064539,1.56367699715273,19.1684892499988
Lower middle income,3432097300,2021-08-15,53837282,930199,663759188,1.72779710535907,1.56864090071106,19.3397543828376
Lower middle income,3432097300,2021-08-16,53989235,933823,675604904,1.7296466601166,1.57306831015543,19.684899492797
Lower middle income,3432097300,2021-08-17,54129394,937485,683608476,1.73193330041714,1.57715208132357,19.9180971938062
Lower middle income,3432097300,2021-08-18,54297446,941175,689590947,1.73336882180425,1.58204856255095,20.0924066750672
Lower middle income,3432097300,2021-08-19,54469083,945794,694995189,1.73638686004683,1.5870494988589,20.2498684696381
Lower middle income,3432097300,2021-08-20,54635261,949979,705604857,1.73876537351949,1.5918913779047,20.5589992160187
Lower middle income,3432097300,2021-08-21,54783717,953623,712889786,1.74070518070178,1.59621689629837,20.7712580293105
Lower middle income,3432097300,2021-08-22,54933059,957820,716923533,1.74361307641724,1.60056822981097,20.8887881179825
Lower middle income,3432097300,2021-08-23,55065687,961200,719597705,1.7455516354495,1.60443257246815,20.9667046735534
Lower middle income,3432097300,2021-08-24,55206077,964824,728673127,1.74767716242543,1.60852307421471,21.2311325497677
Lower middle income,3432097300,2021-08-25,55376896,968876,738747318,1.74960330026443,1.61350017669954,21.5246612617888
Lower middle income,3432097300,2021-08-26,55553734,972596,747121925,1.75073020294189,1.61865265300025,21.7686696994284
Lower middle income,3432097300,2021-08-27,55723793,975889,757879357,1.7512967934541,1.62360761159073,22.0821058016042
Lower middle income,3432097300,2021-08-28,55887951,979104,767247079,1.75190534360438,1.62839063449629,22.3550503361312
Lower middle income,3432097300,2021-08-29,56056006,982559,776697573,1.75281663841694,1.63328720313378,22.6304065738463
Lower middle income,3432097300,2021-08-30,56206453,985538,783590420,1.7534250026416,1.6376707327033,22.8312414103178
Lower middle income,3432097300,2021-08-31,56343316,987971,792521957,1.75348394475043,1.64165846929806,23.0914769520083
Lower middle income,3432097300,2021-09-01,56491226,991533,808426956,1.75519823202279,1.64596807905184,23.5548961854898
Lower middle income,3432097300,2021-09-02,56652191,994774,816795395,1.755932087428,1.65065806846443,23.7987249079448
Lower middle income,3432097300,2021-09-03,56808352,997657,822800330,1.7561801475952,1.65520808515539,23.9736889161039
Lower middle income,3432097300,2021-09-04,56953403,1000384,827176334,1.75649556884248,1.65943439307504,24.1011912453647
Lower middle income,3432097300,2021-09-05,57106526,1003189,836539407,1.75669764958212,1.66389589246202,24.3740003233591
Lower middle income,3432097300,2021-09-06,57242158,1005752,842280982,1.75701272478232,1.66784776177529,24.5412908893929
Lower middle income,3432097300,2021-09-07,57372277,1008534,853611240,1.75787689235343,1.67163900044442,24.8714172526519
Lower middle income,3432097300,2021-09-08,57511200,1011606,864178470,1.75897216542169,1.67568675864755,25.1793114956269
Lower middle income,3432097300,2021-09-09,57654950,1014068,881813826,1.75885678506355,1.67987515971648,25.693147627254
Lower middle income,3432097300,2021-09-10,57786844,1016307,887152358,1.75871691487426,1.6837181160336,25.848694849065
Lower middle income,3432097300,2021-09-11,57913263,1018428,896526555,1.758540181029,1.68740154890131,26.1218280437446
Lower middle income,3432097300,2021-09-12,58047311,1020917,907953899,1.7587670856967,1.69130726567688,26.4547831729596
Lower middle income,3432097300,2021-09-13,58155485,1023042,916568012,1.75914963137183,1.69445909939675,26.705770025809
Lower middle income,3432097300,2021-09-14,58270580,1025199,922289227,1.75937668717215,1.69781258823868,26.8724673685679
Lower middle income,3432097300,2021-09-15,58385616,1027328,930723263,1.75955666888913,1.70116435801514,27.1182073713353
Lower middle income,3432097300,2021-09-16,58501584,1029618,939827273,1.75998311430337,1.70454328319888,27.3834682076175
Lower middle income,3432097300,2021-09-17,58620200,1031700,946218184,1.75997352448473,1.70799936237239,27.5696782838878
Lower middle income,3432097300,2021-09-18,58736676,1033568,965033177,1.75966375761543,1.71139308900129,28.1178851485359
Lower middle income,3432097300,2021-09-19,58871696,1035984,973914995,1.75973187522914,1.71532712665227,28.3766720424855
Lower middle income,3432097300,2021-09-20,58974239,1037682,982069874,1.75955131866983,1.71831489159704,28.6142783306289
Lower middle income,3432097300,2021-09-21,59075841,1039275,990676767,1.7592216757439,1.72127523890421,28.865054816482
Lower middle income,3432097300,2021-09-22,59178353,1041195,998374834,1.75941868473426,1.72426210061119,29.0893511090143
Lower middle income,3432097300,2021-09-23,59287572,1043116,1007844047,1.75941763983858,1.72744438218578,29.3652527566745
Lower middle income,3432097300,2021-09-24,59391331,1044463,1017146274,1.75861187552776,1.73046757736152,29.6362889828327
Lower middle income,3432097300,2021-09-25,59487382,1045842,1023646981,1.75809048043163,1.73326618682984,29.8256981525553
Lower middle income,3432097300,2021-09-26,59629884,1047970,1028247355,1.75745772036048,1.73741822529332,29.9597378838881
Lower middle income,3432097300,2021-09-27,59721215,1049352,1047881650,1.75708414505633,1.74007930952307,30.5318165076497
Lower middle income,3432097300,2021-09-28,59797529,1051025,1054280386,1.75763951717804,1.74230284788255,30.7182545786216
Lower middle income,3432097300,2021-09-29,59876460,1052570,1066955346,1.75790285531242,1.744602636994,31.0875611247968
Lower middle income,3432097300,2021-09-30,59966605,1054126,1077633142,1.7578550594952,1.74722916509389,31.3986768964854
Lower middle income,3432097300,2021-10-01,60054272,1055527,1084586071,1.75762183912578,1.74978349244353,31.6012623243519
Lower middle income,3432097300,2021-10-02,60132855,1056870,1092487874,1.7575583264756,1.75207314198231,31.8314948122246
Lower middle income,3432097300,2021-10-03,60268557,1059213,1102303864,1.75748856903941,1.75602705086479,32.1175003983716
Lower middle income,3432097300,2021-10-04,60337494,1060236,1108782173,1.75717606037798,1.75803564776558,32.3062569642183
Lower middle income,3432097300,2021-10-05,60403798,1061224,1115305087,1.75688290329029,1.75996752772714,32.4963131727064
Lower middle income,3432097300,2021-10-06,60472774,1062319,1121059805,1.75668971296074,1.76197726095936,32.6639866824288
Lower middle income,3432097300,2021-10-07,60547461,1063577,1126141062,1.75660049560129,1.76415339390291,32.8120377589528
Lower middle income,3432097300,2021-10-08,60617388,1064900,1136864220,1.75675665866698,1.76619083613976,33.1244752297669
Lower middle income,3432097300,2021-10-09,60678910,1066077,1142823426,1.75691521156197,1.76798338438715,33.2981068456305
Lower middle income,3432097300,2021-10-10,60827874,1068855,1153756976,1.75717961143932,1.77232370422598,33.6166744456808
Lower middle income,3432097300,2021-10-11,60885911,1069742,1158389216,1.75696147504469,1.77401471106312,33.7516426471942
Lower middle income,3432097300,2021-10-12,60943570,1070864,1164692478,1.75714025286015,1.77569470422648,33.9352989205755
Lower middle income,3432097300,2021-10-13,61003397,1071956,1170226288,1.75720706176412,1.77743786576214,34.0965358994921
Lower middle income,3432097300,2021-10-14,61067601,1073043,1175513410,1.75713960009662,1.77930855864722,34.2505852033973
Lower middle income,3432097300,2021-10-15,61125284,1074304,1178588492,1.757544390305,1.78098925109145,34.3401829546033
Lower middle income,3432097300,2021-10-16,61183024,1075235,1182849967,1.75740741418731,1.78267160432777,34.4643482863962
Lower middle income,3432097300,2021-10-17,61325167,1078153,1191700940,1.75809223642228,1.78681318271484,34.7222364587391
Lower middle income,3432097300,2021-10-18,61374917,1079005,1200099377,1.75805533064916,1.78826273369348,34.9669392240133
Lower middle income,3432097300,2021-10-19,61423541,1079913,1207202270,1.75814188244211,1.78967947674444,35.1738941084217
Lower middle income,3432097300,2021-10-20,61475562,1080682,1218396449,1.75790503550012,1.79119519717579,35.5000555782611
Lower middle income,3432097300,2021-10-21,61530738,1081677,1230646370,1.75794576037752,1.79280284390539,35.8569778892924
Lower middle income,3432097300,2021-10-22,61590191,1082759,1237461728,1.75800558890944,1.79453510831409,36.0555549517783
Lower middle income,3432097300,2021-10-23,61636269,1083988,1245753965,1.7586852961525,1.79587766931899,36.2971633991845
Lower middle income,3432097300,2021-10-24,61822633,1088608,1251052208,1.760856739958,1.80130770185332,36.4515367323648
Lower middle income,3432097300,2021-10-25,61866903,1089668,1254861715,1.7613100820644,1.80259758369904,36.5625332067363
Lower middle income,3432097300,2021-10-26,61909336,1090630,1260994246,1.76165675561437,1.80383394142118,36.7412149416626
Lower middle income,3432097300,2021-10-27,61955755,1091979,1265784875,1.7625142329393,1.80518643804184,36.8807980764415
Lower middle income,3432097300,2021-10-28,62006850,1093503,1271999547,1.76351967564874,1.80667517788613,37.0618731292962
Lower middle income,3432097300,2021-10-29,62058353,1094813,1280515743,1.76416702518676,1.80817580550528,37.3100070035893
Lower middle income,3432097300,2021-10-30,62124402,1096223,1285279841,1.76456104961783,1.81010025560756,37.4488171124985
Lower middle income,3432097300,2021-10-31,62318609,1101080,1290574028,1.76685586804417,1.81575880730421,37.6030722672111
Lower middle income,3432097300,2021-11-01,62359369,1101868,1296226451,1.76696464006876,1.81694641932209,37.7677652378911
Lower middle income,3432097300,2021-11-02,62400983,1102905,1301153406,1.7674481185657,1.8181589140844,37.9113204628552
Lower middle income,3432097300,2021-11-03,62446169,1103869,1305946263,1.76771292407065,1.81947548515014,38.0509685142085
Lower middle income,3432097300,2021-11-04,62492006,1105048,1310687708,1.76830297302346,1.8208110242096,38.1891185893826
Lower middle income,3432097300,2021-11-05,62535890,1106002,1314884574,1.76858760625299,1.82208965928792,38.3114014279257
Lower middle income,3432097300,2021-11-06,62575331,1106953,1319533826,1.76899264024668,1.82323883999443,38.4468653030321
Lower middle income,3432097300,2021-11-07,62770355,1112627,1324610790,1.77253577743825,1.8289211963775,38.5947912956897
Lower middle income,3432097300,2021-11-08,62808929,1113399,1329417383,1.77267630212259,1.83004511556243,38.7348395687966
Lower middle income,3432097300,2021-11-09,62847534,1114205,1335847089,1.77286987903137,1.83116993798515,38.9221800034632
Lower middle income,3432097300,2021-11-10,62891369,1115144,1343922753,1.77312724739702,1.83244714536502,39.1574782276715
Lower middle income,3432097300,2021-11-11,62934291,1116150,1357256346,1.77351644431809,1.83369775093498,39.5459751680117
Lower middle income,3432097300,2021-11-12,62977486,1117253,1361955197,1.77405144435267,1.83495631082487,39.6828841944545
Lower middle income,3432097300,2021-11-13,63017689,1118466,1368045636,1.77484452024256,1.83612769369913,39.8603395072744
Lower middle income,3432097300,2021-11-14,63195912,1124091,1371222277,1.77874005521117,1.84132052433362,39.9528963529093
Lower middle income,3432097300,2021-11-15,63230227,1124758,1373807722,1.77882960945245,1.84232035030009,40.0282276962253
Lower middle income,3432097300,2021-11-16,63267864,1125457,1377778442,1.77887623960246,1.84341696839422,40.1439213859118
Lower middle income,3432097300,2021-11-17,63307699,1126510,1382724200,1.77942022501876,1.84457762896174,40.288024468304
Lower middle income,3432097300,2021-11-18,63349446,1127790,1386602402,1.78026813367871,1.84579399890557,40.4010224884941
Lower middle income,3432097300,2021-11-19,63387839,1128928,1393398575,1.78098515079525,1.84691264434723,40.5990405633314
Lower middle income,3432097300,2021-11-20,63424476,1129770,1400318590,1.78128393208956,1.84798012573828,40.8006669857524
Lower middle income,3432097300,2021-11-21,63572291,1135157,1404527895,1.7856160005308,1.85228696750526,40.9233122557452
Lower middle income,3432097300,2021-11-22,63604987,1136091,1409037003,1.78616654697217,1.85323962114944,41.0546927967339
Lower middle income,3432097300,2021-11-23,63668403,1136977,1414065268,1.78577904647616,1.85508735431248,41.2011998610879
Lower middle income,3432097300,2021-11-24,63705669,1138065,1422639419,1.78644227093824,1.85617316268976,41.4510223530085
Lower middle income,3432097300,2021-11-25,63744075,1139128,1426259281,1.78703353997999,1.85729218690857,41.5564931973228
Lower middle income,3432097300,2021-11-26,63783985,1140177,1432494606,1.78755999644738,1.85845503272882,41.7381700105064
Lower middle income,3432097300,2021-11-27,63822983,1141249,1436855036,1.7881473825816,1.85959130587586,41.8652185647534
Lower middle income,3432097300,2021-11-28,63947198,1146330,1444369676,1.79261959218291,1.86321052144996,42.0841703992483
Lower middle income,3432097300,2021-11-29,63983692,1147112,1450244757,1.79281933277623,1.86427383629246,42.2553508899646
Lower middle income,3432097300,2021-11-30,64018343,1147792,1455274155,1.79291113486021,1.86528345219117,42.4018909662031
Lower middle income,3432097300,2021-12-01,64057910,1148729,1462591149,1.79326643657278,1.86643630412226,42.6150840478794
Lower middle income,3432097300,2021-12-02,64098418,1149757,1484094363,1.79373693747013,1.86761657369096,43.24161680964
Lower middle income,3432097300,2021-12-03,64136659,1150820,1487751722,1.79432483378967,1.86873079035376,43.34818019291
